"""Angus ANDERSON (SNP)""","""Louise Margaret LAING (SNP)""","""Derek ROSS (Ind)""","""Walter WILSON (C)"""
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,0.3333333333333333,0.25
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
0.5,1.0,0.25,0.3333333333333333
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
0.3333333333333333,1.0,0.5,0.25
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
,1.0,0.5,0.3333333333333333
0.25,1.0,0.5,0.3333333333333333
0.25,1.0,0.5,0.3333333333333333
0.25,1.0,0.5,0.3333333333333333
0.25,1.0,0.5,0.3333333333333333
,1.0,,0.5
,1.0,,0.5
0.3333333333333333,1.0,,0.5
0.3333333333333333,1.0,0.25,0.5
0.3333333333333333,1.0,0.25,0.5
0.3333333333333333,1.0,0.25,0.5
0.3333333333333333,1.0,0.25,0.5
0.3333333333333333,1.0,0.25,0.5
0.3333333333333333,1.0,0.25,0.5
,1.0,0.3333333333333333,0.5
,1.0,0.3333333333333333,0.5
,1.0,0.3333333333333333,0.5
,1.0,0.3333333333333333,0.5
0.25,1.0,0.3333333333333333,0.5
0.25,1.0,0.3333333333333333,0.5
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,0.3333333333333333,1.0,0.25
0.5,,1.0,0.3333333333333333
0.5,,1.0,0.3333333333333333
0.5,,1.0,0.3333333333333333
0.5,,1.0,0.3333333333333333
0.5,0.25,1.0,0.3333333333333333
0.5,0.25,1.0,0.3333333333333333
0.5,0.25,1.0,0.3333333333333333
0.5,0.25,1.0,0.3333333333333333
0.5,0.25,1.0,0.3333333333333333
0.5,0.25,1.0,0.3333333333333333
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
0.3333333333333333,0.5,1.0,0.25
,0.5,1.0,0.3333333333333333
,0.5,1.0,0.3333333333333333
,0.5,1.0,0.3333333333333333
,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
0.25,0.5,1.0,0.3333333333333333
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
,,1.0,0.5
